HRHHID,HRMONTH,HRYEAR4_0,HEFAMINC_0,HRMIS_0,HRHHID2,GESTFIPS_0,PRTAGE_0,PEMARITL_0,PESEX_0,PEEDUCA_0,PTDTRACE_0,PULINENO,PEHSPNON_0,PRCITSHP_0,PEMLR_0,PEHRUSL1_0,PWSSWGT_0,PTIO1OCD_0,employed_0,teacher_0,HRYEAR4_1,HEFAMINC_1,HRMIS_1,GESTFIPS_1,PRTAGE_1,PEMARITL_1,PESEX_1,PEEDUCA_1,PTDTRACE_1,PEHSPNON_1,PRCITSHP_1,PEMLR_1,PEHRUSL1_1,PWSSWGT_1,PTIO1OCD_1,employed_1,teacher_1,still_teacher,leaver,dest
022068075519385,8,2024,15,1,18011,29,46,1,2,44,1,2,2,1,1,50,4569.1361,2310,1,1,2025,15,5,29,47,1,2,44,1,2,1,1,50,4238.7904,2310,1,1,1,0,still teacher
460280021319270,8,2024,13,1,18011,30,44,6,2,44,1,1,2,1,1,60,682.9036,2310,1,1,2025,13,5,30,45,6,2,44,1,2,1,1,20,548.077,2310,1,1,1,0,still teacher
073018055810603,8,2024,15,1,18011,30,70,1,1,43,1,1,2,1,2,24,592.3444,2320,1,1,2025,15,5,30,70,1,1,43,1,2,1,2,-4,523.6986,2310,1,1,1,0,still teacher
791100904323138,8,2024,15,1,18011,31,54,1,2,44,1,2,2,1,1,42,1388.8169,2310,1,1,2025,14,5,31,55,1,2,44,1,2,1,1,52,1017.9729,2310,1,1,1,0,still teacher
151042000632383,8,2024,14,1,18011,36,38,6,2,43,4,1,2,1,1,40,5584.8623,2310,1,1,2025,14,5,36,39,6,2,44,4,2,3,1,40,5504.6211,2310,1,1,1,0,still teacher
720853379051970,8,2024,2,3,17011,37,33,6,2,40,2,1,2,1,2,20,4824.9211,2300,1,1,2025,4,7,37,34,6,2,40,2,2,1,7,-1,10569.9243,-1,0,0,0,1,out of labor force
527650784000111,8,2024,13,3,17011,47,51,1,2,44,1,2,2,4,1,40,4390.3559,2310,1,1,2025,13,7,47,52,1,2,44,1,2,4,1,40,4039.5258,2320,1,1,1,0,still teacher
921200402796848,8,2024,15,1,18011,48,47,1,2,42,4,1,2,5,1,40,4798.4993,2310,1,1,2025,16,5,48,48,1,2,43,4,2,5,1,40,5123.5393,2310,1,1,1,0,still teacher
921200402796848,8,2024,15,1,18011,48,20,6,2,40,4,4,2,5,1,20,8880.525,2320,1,1,2025,16,5,48,21,6,2,40,4,2,5,1,40,6450.0053,3649,1,0,0,1,other occupation
094052098518097,8,2024,15,2,17011,48,34,1,1,43,1,1,2,1,1,70,5607.707,2310,1,1,2025,15,6,48,35,1,1,43,1,2,1,1,70,4900.3037,2310,1,1,1,0,still teacher
111456930649158,8,2024,9,4,17011,48,65,4,2,43,4,1,2,4,1,37,9212.3452,2310,1,1,2025,10,8,48,66,4,2,40,4,2,4,1,40,5919.0882,4600,1,0,0,1,other occupation
521300835960846,8,2024,13,4,17011,48,33,4,2,43,1,1,2,1,1,50,5584.2605,2320,1,1,2025,13,8,48,34,4,2,43,1,2,1,1,50,5568.3214,2310,1,1,1,0,still teacher
990155162011311,8,2024,16,1,18011,51,52,4,2,44,1,2,2,1,1,50,4126.553,2300,1,1,2025,16,5,51,53,4,2,44,1,2,1,1,40,4530.4607,2310,1,1,1,0,still teacher
203130543248252,8,2024,15,1,18011,53,34,1,2,44,1,2,2,1,1,20,4447.1927,2300,1,1,2025,16,5,53,35,1,2,44,1,2,1,1,20,5104.7414,2300,1,1,1,0,still teacher
512430850070019,8,2024,15,1,18111,2,35,1,1,43,1,2,2,1,1,55,625.849,2310,1,1,2025,14,5,2,36,1,1,43,1,2,1,7,-1,634.9989,-1,0,0,0,1,out of labor force
060231975021816,8,2024,14,1,18111,11,74,4,2,42,2,1,2,1,1,40,664.2817,2310,1,1,2025,14,5,11,75,4,2,42,2,2,1,2,50,411.5444,2300,1,1,1,0,still teacher
190417100676631,8,2024,14,3,17111,16,49,4,2,42,1,1,2,3,1,40,1031.0177,2310,1,1,2025,14,7,16,50,4,2,42,1,2,3,1,40,1093.167,2360,1,0,0,1,other occupation
072026029912800,8,2024,8,1,18111,22,32,6,2,42,2,1,2,1,1,40,2335.9128,2300,1,1,2025,8,5,22,33,6,2,42,2,2,1,1,40,2257.5072,2300,1,1,1,0,still teacher
090484001302590,8,2024,14,2,17111,34,53,1,2,44,1,1,2,1,2,30,4498.5164,2310,1,1,2025,15,6,34,55,1,2,44,1,2,1,2,38,4928.3434,2310,1,1,1,0,still teacher
010951090231108,8,2024,15,1,18111,38,44,1,2,42,1,7,2,1,1,38,518.2105,2300,1,1,2025,15,5,38,45,1,2,43,1,2,1,1,40,497.9868,3422,1,0,0,1,other occupation
024075012510043,8,2024,12,1,18111,40,56,4,2,43,1,1,2,1,1,40,2717.2119,2310,1,1,2025,12,5,40,57,4,2,43,1,2,1,1,37,2716.8076,2310,1,1,1,0,still teacher
245092101331565,8,2024,13,3,17111,54,58,1,2,43,1,3,2,1,1,40,803.0381,2320,1,1,2025,14,7,54,59,1,2,44,1,2,1,1,40,742.5406,2310,1,1,1,0,still teacher
791000219112315,8,2024,15,3,17011,13,38,1,2,44,6,1,2,1,1,45,6464.8336,2310,1,1,2025,15,7,13,39,1,2,44,6,2,1,1,50,4664.0819,2310,1,1,1,0,still teacher
001130128378270,8,2024,16,2,17011,13,46,5,1,45,2,1,2,1,1,50,6834.4577,2310,1,1,2025,16,6,13,47,5,1,44,2,2,1,1,40,6556.7688,2310,1,1,1,0,still teacher
923542701060010,8,2024,16,3,17011,13,37,1,2,43,1,2,2,1,2,45,5981.4357,2310,1,1,2025,16,7,13,38,1,2,43,1,2,1,2,45,4272.7474,2310,1,1,1,0,still teacher
531900206062222,8,2024,14,2,17011,22,51,6,2,44,2,2,2,1,1,40,1966.9976,2330,1,1,2025,15,6,22,52,6,2,44,2,2,1,1,40,1972.1131,2330,1,1,1,0,still teacher
073217063416058,8,2024,9,1,18011,36,29,1,2,39,1,1,2,1,1,20,5854.6173,2300,1,1,2025,11,5,36,30,1,2,39,1,2,1,1,20,6059.4632,2300,1,1,1,0,still teacher
637807111746050,8,2024,16,1,18011,36,42,1,2,44,1,2,2,1,2,40,6690.6502,2310,1,1,2025,16,5,36,43,1,2,44,1,2,1,2,40,4778.8232,2310,1,1,1,0,still teacher
751439680020016,8,2024,15,4,17111,1,47,1,2,44,2,2,2,1,1,40,2979.6368,2310,1,1,2025,16,8,1,48,1,2,44,2,2,1,1,40,2881.918,2310,1,1,1,0,still teacher
607221711180800,8,2024,16,4,17011,6,52,6,2,43,7,1,1,1,1,40,4798.5835,2310,1,1,2025,15,8,6,53,6,2,43,7,1,1,1,40,5120.3811,2310,1,1,1,0,still teacher
941900403825806,8,2024,16,1,18011,8,55,1,2,44,1,1,2,1,1,45,4589.8652,2330,1,1,2025,16,5,8,56,1,2,44,1,2,1,1,40,3920.0063,2330,1,1,1,0,still teacher
590231685041270,8,2024,16,1,18011,17,57,1,2,44,1,1,2,1,2,40,4843.4388,2310,1,1,2025,14,5,17,58,1,2,45,1,2,1,5,-1,3989.7668,-1,0,0,0,1,out of labor force
040419430620127,8,2024,16,4,17011,27,44,1,2,44,1,2,2,1,2,40,3022.3145,2330,1,1,2025,16,8,27,45,1,2,44,1,2,1,1,40,4117.0234,2330,1,1,1,0,still teacher
838809114185920,8,2024,14,1,18011,38,55,1,1,43,1,1,2,1,1,40,460.7422,2330,1,1,2025,14,5,38,56,1,1,43,1,2,1,1,40,241.0284,2310,1,1,1,0,still teacher
121242454030017,8,2024,16,3,17011,41,50,1,1,44,1,1,2,1,1,40,2683.5665,2320,1,1,2025,16,7,41,51,4,1,44,1,2,1,1,40,2317.6573,2310,1,1,1,0,still teacher
120165900337385,8,2024,11,1,18011,53,39,1,2,40,1,1,2,1,1,40,3850.9867,2310,1,1,2025,16,5,53,40,1,2,40,1,2,1,1,40,4301.843,2545,1,0,0,1,other occupation
058869510911185,8,2024,16,4,17111,15,55,1,2,43,4,2,2,1,1,40,821.3661,2310,1,1,2025,16,8,15,56,1,2,43,4,2,1,1,40,751.2479,2310,1,1,1,0,still teacher
860712071109939,8,2024,15,4,17011,12,68,1,1,44,1,1,2,1,1,40,4912.5643,2310,1,1,2025,14,8,12,68,1,1,44,1,2,1,1,40,4572.5932,2310,1,1,1,0,still teacher
860712071109939,8,2024,15,4,17011,12,41,1,2,43,1,2,2,1,1,40,4717.1453,2310,1,1,2025,14,8,12,42,1,2,43,1,2,1,1,40,4466.7188,2310,1,1,1,0,still teacher
318608013269180,8,2024,16,1,18011,13,52,1,2,44,1,1,2,1,1,50,4445.8949,2310,1,1,2025,15,5,13,53,1,2,43,1,2,1,1,40,4418.242,2310,1,1,1,0,still teacher
223020101041291,8,2024,10,4,17011,22,30,1,2,43,1,1,1,1,1,40,2210.658,2320,1,1,2025,12,8,22,31,1,2,35,1,1,5,1,40,1780.4863,2545,1,0,0,1,other occupation
223020101041291,8,2024,10,4,17011,22,31,1,1,43,1,2,1,5,1,40,1752.7395,2320,1,1,2025,12,8,22,31,1,1,43,1,1,5,1,40,2521.4095,2320,1,1,1,0,still teacher
180020200808852,8,2024,16,3,17011,28,53,1,2,43,1,3,2,1,1,40,1374.9252,2310,1,1,2025,16,7,28,54,1,2,43,1,2,1,1,40,1660.9238,2310,1,1,1,0,still teacher
291700308080829,8,2024,16,2,17011,28,46,1,2,44,1,1,2,1,1,40,1622.1794,2330,1,1,2025,16,6,28,47,1,2,44,1,2,1,1,40,1244.3181,2330,1,1,1,0,still teacher
023059016217010,8,2024,9,2,17011,37,33,6,2,43,1,1,2,1,1,40,5031.1223,2310,1,1,2025,9,6,37,34,6,2,43,1,2,1,1,40,3799.3546,2310,1,1,1,0,still teacher
735405016869540,8,2024,14,4,17011,37,53,1,1,43,1,2,2,1,1,40,4464.6735,2310,1,1,2025,14,8,37,55,1,1,43,1,2,1,1,40,4307.5792,2310,1,1,1,0,still teacher
113002500428964,8,2024,8,3,17011,44,39,1,2,44,1,2,2,1,2,40,1558.2205,2310,1,1,2025,14,7,44,40,1,2,44,1,2,1,2,40,1424.1512,2310,1,1,1,0,still teacher
108150406773454,8,2024,11,4,17011,45,31,1,2,43,1,2,2,1,1,40,2983.6237,2310,1,1,2025,14,8,45,32,1,2,43,1,2,1,1,40,3158.5208,2300,1,1,1,0,still teacher
120655031400256,8,2024,16,2,17011,45,46,1,2,44,1,1,2,1,1,40,3469.6859,2310,1,1,2025,16,6,45,47,1,2,44,1,2,1,1,40,3137.4577,2310,1,1,1,0,still teacher
411200812416749,8,2024,15,1,18011,47,49,1,1,44,1,2,1,1,1,40,5606.9636,2320,1,1,2025,15,5,47,50,1,1,44,1,1,1,1,40,5195.958,2310,1,1,1,0,still teacher
130761091515314,8,2024,15,3,17011,51,80,3,2,43,2,1,2,1,2,-4,4771.2492,2310,1,1,2025,15,7,51,80,3,2,44,2,2,1,1,40,5446.6219,2310,1,1,1,0,still teacher
170519600263752,8,2024,16,1,18111,22,42,1,2,44,1,2,2,1,1,40,1448.9603,2310,1,1,2025,16,5,22,43,1,2,44,1,2,1,1,40,1593.5893,2310,1,1,1,0,still teacher
000120277831814,8,2024,13,4,17111,22,47,1,2,43,2,2,2,1,1,40,2433.2717,2310,1,1,2025,12,8,22,48,1,2,43,2,2,1,1,40,1909.7519,2310,1,1,1,0,still teacher
395824832070016,8,2024,16,2,17111,25,38,1,2,44,1,1,2,1,1,40,2711.8388,2330,1,1,2025,15,6,25,39,1,2,45,1,2,1,1,40,4048.0709,1010,1,0,0,1,other occupation
065964860201126,8,2024,16,1,18011,6,59,1,2,41,1,2,2,4,1,40,4561.8214,2310,1,1,2025,14,5,6,59,1,2,41,1,2,4,1,40,4968.6258,2300,1,1,1,0,still teacher
891900109959813,8,2024,14,2,17011,18,44,1,2,44,1,1,1,2,1,40,3709.5774,2320,1,1,2025,13,6,18,45,1,2,44,1,1,2,1,40,4897.3662,2360,1,0,0,1,other occupation
082111022110914,8,2024,15,1,18011,20,43,1,2,43,1,2,2,1,1,40,2199.721,2300,1,1,2025,15,5,20,45,1,2,43,1,2,1,1,40,1940.9162,2300,1,1,1,0,still teacher
690362333081370,8,2024,15,2,17011,27,40,1,2,43,1,1,2,1,1,40,3615.8154,2310,1,1,2025,16,6,27,41,1,2,43,1,2,1,2,40,3756.6368,2310,1,1,1,0,still teacher
063174002311484,8,2024,14,1,18011,31,26,6,1,44,1,1,2,1,1,40,1277.6873,2320,1,1,2025,15,5,31,27,6,1,44,1,2,1,1,40,1357.54,2330,1,1,1,0,still teacher
120206061416013,8,2024,12,4,17011,46,34,6,2,43,1,1,2,1,1,40,836.7925,2320,1,1,2025,12,8,46,35,6,2,43,1,2,1,1,45,925.6138,2320,1,1,1,0,still teacher
840302417947840,8,2024,12,2,17011,48,40,1,2,43,4,1,2,4,2,15,4280.1524,2300,1,1,2025,16,6,48,41,1,2,43,4,2,4,1,15,3419.4415,2300,1,1,1,0,still teacher
979929594050315,8,2024,15,4,17012,49,39,1,2,44,4,2,2,1,1,50,1778.5773,2310,1,1,2025,16,8,49,40,1,2,44,4,2,1,1,40,1790.4121,2310,1,1,1,0,still teacher
658704113452230,8,2024,15,1,18011,56,35,1,2,40,1,2,2,1,1,30,398.0929,2320,1,1,2025,8,5,56,36,1,2,40,1,2,1,1,40,407.3656,440,1,0,0,1,other occupation
900516061506065,8,2024,15,1,18011,56,55,1,1,44,1,1,2,1,1,40,475.2683,2320,1,1,2025,16,5,56,56,1,1,44,1,2,1,1,40,509.2375,2310,1,1,1,0,still teacher
003110379366395,8,2024,15,3,17111,31,53,1,2,46,1,1,2,1,1,30,1649.1107,2310,1,1,2025,15,7,31,54,1,2,46,1,2,1,1,-4,1278.3705,2310,1,1,1,0,still teacher
910003215091081,8,2024,16,1,18111,38,55,1,2,44,1,2,2,1,2,45,435.145,2310,1,1,2025,15,5,38,56,1,2,43,1,2,1,2,40,518.6227,2310,1,1,1,0,still teacher
959558743080110,8,2024,14,2,17011,39,52,1,2,43,1,1,2,1,1,25,3963.5624,2300,1,1,2025,13,6,39,53,1,2,43,1,2,1,2,25,4213.0533,2300,1,1,1,0,still teacher
201130153194588,8,2024,15,2,17011,13,62,1,2,41,1,1,2,1,1,20,4843.1007,2300,1,1,2025,15,6,13,62,1,2,41,1,2,1,5,-1,4156.2732,-1,0,0,0,1,out of labor force
302150161552989,8,2024,12,1,18011,15,46,6,1,43,15,1,2,1,1,40,837.6121,2320,1,1,2025,14,5,15,47,6,1,43,15,2,1,1,40,1020.7213,2310,1,1,1,0,still teacher
815950232090015,8,2024,5,1,18011,25,61,4,2,43,1,1,2,1,2,37,3079.7667,2330,1,1,2025,16,5,25,62,4,2,43,1,2,1,2,49,2640.7073,2330,1,1,1,0,still teacher
000140353894588,8,2024,16,2,17011,34,42,1,2,44,1,1,2,1,1,40,5797.3082,2310,1,1,2025,15,6,34,43,1,2,44,1,2,1,1,40,7293.4021,725,1,0,0,1,other occupation
101160535917059,8,2024,14,3,17111,56,36,1,1,43,1,1,2,1,2,40,375.2082,2310,1,1,2025,14,7,56,38,1,1,43,1,2,1,2,40,383.1074,2001,1,0,0,1,other occupation
007110090514790,12,2024,15,2,18011,1,42,6,2,44,1,2,2,1,1,40,3111.7614,2330,1,1,2025,15,6,1,43,6,2,44,1,2,1,1,40,3400.1388,2310,1,1,1,0,still teacher
005742470501129,12,2024,14,1,18011,9,47,6,2,44,1,2,2,1,1,60,4334.2182,2310,1,1,2025,15,5,9,48,6,2,44,1,2,1,1,50,4040.7554,2310,1,1,1,0,still teacher
590831285061621,12,2024,16,4,18011,12,44,1,1,43,1,1,2,1,1,40,5268.3535,2310,1,1,2025,16,8,12,45,1,1,43,1,2,1,1,40,6305.1072,2310,1,1,1,0,still teacher
219600414102480,12,2024,14,3,18011,12,34,4,1,43,1,2,2,1,1,40,5285.2173,2310,1,1,2025,14,7,12,35,4,1,43,1,2,1,1,40,4835.513,2310,1,1,1,0,still teacher
960561731081824,12,2024,9,4,18011,12,71,1,2,41,1,2,2,4,1,40,4191.9116,2310,1,1,2025,10,8,12,72,1,2,41,1,2,4,5,-1,3993.0696,-1,0,0,0,1,out of labor force
623432331070115,12,2024,14,3,18011,13,51,4,2,46,1,1,2,1,1,40,5282.9738,2310,1,1,2025,14,7,13,52,4,2,46,1,2,1,1,45,6149.2417,2310,1,1,1,0,still teacher
930903001109317,12,2024,15,3,18011,13,44,1,2,43,1,1,2,1,1,40,4655.8395,2310,1,1,2025,15,7,13,45,1,2,43,1,2,1,1,40,5580.2811,2310,1,1,1,0,still teacher
100175900387761,12,2024,16,3,18011,13,40,1,2,44,1,2,2,1,1,45,5817.3474,2310,1,1,2025,16,7,13,41,1,2,44,1,2,1,1,40,5528.5844,2310,1,1,1,0,still teacher
671200211702426,12,2024,15,4,18011,24,34,1,2,44,1,2,2,1,1,33,4754.1504,2310,1,1,2025,15,8,24,36,1,2,44,1,2,1,1,34,6157.2251,2310,1,1,1,0,still teacher
008161060521105,12,2024,2,2,18011,25,61,1,2,44,1,2,2,1,1,40,2693.1352,2310,1,1,2025,12,6,25,62,1,2,44,1,2,1,1,40,2997.2625,2330,1,1,1,0,still teacher
009180206464430,12,2024,15,2,18011,28,28,1,2,43,1,1,2,1,1,40,1873.8409,2310,1,1,2025,15,6,28,29,1,2,43,1,2,1,1,40,1560.0508,2310,1,1,1,0,still teacher
106130396126367,12,2024,14,2,18011,33,42,1,1,43,1,2,2,1,1,42,1405.742,2320,1,1,2025,15,6,33,43,1,1,43,1,2,1,1,40,1580.9434,2310,1,1,1,0,still teacher
106130385169682,12,2024,16,4,18011,33,55,1,2,44,1,2,2,1,1,40,1037.2454,2310,1,1,2025,16,8,33,55,1,2,44,1,2,1,1,40,1354.5434,2320,1,1,1,0,still teacher
106130385169682,12,2024,16,4,18011,33,25,6,1,43,1,3,2,1,1,40,1424.4255,2320,1,1,2025,16,8,33,26,6,1,43,1,2,1,1,40,1510.6766,2320,1,1,1,0,still teacher
008140385919865,12,2024,15,3,18011,34,56,1,2,43,4,2,2,4,1,35,5197.0793,2330,1,1,2025,15,7,34,57,1,2,43,4,2,4,1,35,4821.0191,2330,1,1,1,0,still teacher
980483132041940,12,2024,15,1,18011,34,34,1,2,42,1,1,1,4,1,35,4203.7003,2310,1,1,2025,15,5,34,34,1,2,42,1,1,4,1,-4,4494.7819,2360,1,0,0,1,other occupation
000880520233106,12,2024,12,4,18011,36,32,6,2,41,2,2,2,1,1,40,6853.1363,2310,1,1,2025,9,8,36,34,6,2,41,2,2,1,1,35,6890.3393,2310,1,1,1,0,still teacher
302160354462902,12,2024,14,2,18011,36,46,6,2,44,2,1,2,4,1,-4,5175.8521,2310,1,1,2025,14,6,36,47,6,2,44,2,2,4,1,60,6546.0709,2310,1,1,1,0,still teacher
276116823080316,12,2024,12,2,18011,36,28,6,1,43,1,1,2,1,1,40,5243.7396,2310,1,1,2025,12,6,36,29,6,1,43,1,2,1,1,40,6017.7081,2545,1,0,0,1,other occupation
634308316042570,12,2024,16,1,18011,36,33,1,2,44,1,2,2,1,1,40,5344.4873,2330,1,1,2025,14,5,36,35,1,2,44,1,2,1,7,-1,8378.7804,-1,0,0,0,1,out of labor force
368032103594303,12,2024,13,3,18011,36,53,6,2,41,1,1,1,4,1,36,5095.8948,2310,1,1,2025,13,7,36,54,6,2,41,1,1,4,1,36,7088.6272,2310,1,1,1,0,still teacher
190192300639193,12,2024,6,3,18011,36,51,1,2,44,1,2,2,1,1,40,4498.4249,2310,1,1,2025,6,7,36,52,1,2,44,1,2,1,7,-1,5601.4947,-1,0,0,0,1,out of labor force
961900209811738,12,2024,16,2,18011,37,42,1,1,44,1,1,2,1,1,40,3818.6699,2310,1,1,2025,14,6,37,43,1,1,44,1,2,1,1,40,4129.2221,2320,1,1,1,0,still teacher
047265943070016,12,2024,14,4,18011,37,42,5,2,43,3,1,2,1,1,40,5962.5766,2330,1,1,2025,16,8,37,43,5,2,43,3,2,1,7,-1,3365.0521,-1,0,0,0,1,out of labor force
170205900914323,12,2024,15,4,18011,39,34,1,2,44,1,1,2,1,1,50,5746.3003,2310,1,1,2025,16,8,39,35,1,2,44,1,2,1,1,50,7096.6494,2310,1,1,1,0,still teacher
160626400553884,12,2024,7,3,18011,45,19,6,2,40,1,3,1,1,1,16,3468.7118,2310,1,1,2025,7,7,45,20,6,2,40,1,1,1,7,-1,5849.6592,-1,0,0,0,1,out of labor force
170907600594904,12,2024,14,1,18011,45,71,3,2,44,1,1,1,4,1,40,4369.905,2310,1,1,2025,14,5,45,72,3,2,44,1,1,4,1,38,3688.8606,2545,1,0,0,1,other occupation
778000107843462,12,2024,16,2,18011,47,53,1,2,44,1,1,2,1,1,45,4751.2918,2320,1,1,2025,16,6,47,54,1,2,44,1,2,1,1,50,3714.1398,2320,1,1,1,0,still teacher
005746470550150,12,2024,12,4,18011,50,39,1,2,44,1,2,2,1,1,38,674.0115,2310,1,1,2025,14,8,50,39,1,2,44,1,2,1,1,50,889.4125,2310,1,1,1,0,still teacher
011000006140154,12,2024,15,2,18011,51,47,4,1,44,1,1,2,1,1,40,5151.1764,2320,1,1,2025,15,6,51,48,4,1,44,1,2,1,1,50,4849.0601,2310,1,1,1,0,still teacher
112507619124550,12,2024,14,1,18111,11,39,6,2,44,1,1,2,1,1,40,440.877,2310,1,1,2025,15,5,11,40,6,2,44,1,2,1,1,45,483.3487,2310,1,1,1,0,still teacher
007120243501743,12,2024,13,2,18111,22,28,1,2,43,2,1,2,1,1,40,2657.174,2310,1,1,2025,14,6,22,29,1,2,43,2,2,1,1,40,4698.5913,2310,1,1,1,0,still teacher
640352146031250,12,2024,13,3,18111,25,28,6,2,43,1,1,2,1,1,40,3320.5324,2310,1,1,2025,13,7,25,29,6,2,43,1,2,1,1,32,3870.7084,2310,1,1,1,0,still teacher
671100504554452,12,2024,15,1,18111,54,68,1,2,44,1,2,2,1,1,-4,837.4242,2310,1,1,2025,13,5,54,68,1,2,44,1,2,1,5,-1,911.3384,-1,0,0,0,1,out of labor force
521800910440455,12,2024,12,1,18111,54,22,1,2,43,1,2,2,1,1,40,1271.7268,2310,1,1,2025,12,5,54,23,1,2,44,1,2,1,1,40,1121.9262,2310,1,1,1,0,still teacher
245011104117541,12,2024,16,2,18111,54,51,1,2,44,1,2,2,1,1,38,837.3971,2310,1,1,2025,16,6,54,52,1,2,44,1,2,1,1,40,922.7877,2310,1,1,1,0,still teacher
141642000242351,12,2024,16,3,18011,12,45,1,2,46,1,1,2,1,1,50,4330.2036,2310,1,1,2025,16,7,12,46,1,2,46,1,2,1,1,40,5284.8807,2310,1,1,1,0,still teacher
951800416797217,12,2024,15,4,18011,12,52,1,2,43,1,1,2,1,1,40,4461.4286,2330,1,1,2025,14,8,12,53,1,2,43,1,2,1,1,40,4850.2868,2310,1,1,1,0,still teacher
437011108020112,12,2024,12,4,18011,13,55,1,2,44,4,2,2,4,1,40,5633.4469,2300,1,1,2025,15,8,13,55,1,2,44,4,2,4,1,40,4838.0017,2300,1,1,1,0,still teacher
003130120315160,12,2024,12,3,18011,13,48,4,2,44,1,1,2,1,1,40,5396.1169,2310,1,1,2025,12,7,13,49,4,2,44,1,2,1,1,45,5120.1318,2310,1,1,1,0,still teacher
290317031109864,12,2024,15,4,18011,17,40,1,2,44,1,2,2,1,1,40,5230.4246,2310,1,1,2025,15,8,17,41,1,2,44,1,2,1,1,40,4961.4326,2310,1,1,1,0,still teacher
007110243448252,12,2024,14,3,18011,21,66,1,2,44,1,2,2,1,1,60,3628.3544,2310,1,1,2025,14,7,21,67,1,2,44,1,2,1,1,40,3723.252,2310,1,1,1,0,still teacher
391200500955628,12,2024,16,3,18011,26,41,1,2,44,1,2,2,1,1,40,4336.8046,2320,1,1,2025,16,7,26,42,1,2,44,1,2,1,1,40,4617.0635,2320,1,1,1,0,still teacher
627607015529100,12,2024,15,4,18011,26,30,6,1,43,1,2,2,1,1,40,4724.3631,2310,1,1,2025,15,8,26,31,1,1,43,1,2,1,1,40,5555.2374,2310,1,1,1,0,still teacher
190990000834682,12,2024,11,4,18011,28,49,4,2,44,2,1,2,1,1,40,2578.7758,2310,1,1,2025,12,8,28,50,4,2,44,2,2,1,1,40,2282.7325,2310,1,1,1,0,still teacher
671600201161439,12,2024,16,3,18011,34,47,1,1,43,2,1,2,1,1,40,9681.6879,2310,1,1,2025,16,7,34,48,1,1,43,2,2,1,1,40,9654.1553,2310,1,1,1,0,still teacher
026874250031119,12,2024,16,4,18011,39,45,1,2,44,1,2,2,1,1,45,5454.2536,2310,1,1,2025,16,8,39,46,1,2,44,1,2,1,1,45,4968.4294,2320,1,1,1,0,still teacher
086968990040160,12,2024,15,4,18011,40,34,1,2,41,1,1,2,1,1,40,2442.1233,2300,1,1,2025,15,8,40,35,1,2,42,1,2,1,1,40,2733.0103,4600,1,0,0,1,other occupation
108120490315553,12,2024,15,3,18011,42,39,1,2,44,1,1,2,1,1,-4,4537.357,2320,1,1,2025,15,7,42,40,1,2,44,1,2,1,1,40,6029.3826,2320,1,1,1,0,still teacher
841800526466441,12,2024,3,3,18011,44,67,4,2,44,1,1,2,1,1,20,1015.7249,2310,1,1,2025,3,7,44,68,4,2,44,1,2,1,1,-4,1123.7007,2310,1,1,1,0,still teacher
054270090118824,12,2024,15,4,18011,48,60,6,1,40,2,2,2,1,1,40,6148.691,2320,1,1,2025,15,8,48,61,6,1,40,2,2,1,1,40,6141.0967,2722,1,0,0,1,other occupation
065168085910956,12,2024,14,4,18011,50,70,1,2,44,1,2,2,1,1,16,447.0109,2310,1,1,2025,14,8,50,71,1,2,44,1,2,1,5,-1,380.1667,2360,0,0,0,1,out of labor force
350013091309230,12,2024,14,3,18111,33,26,1,2,44,1,1,2,1,1,35,1278.8573,2310,1,1,2025,14,7,33,27,1,2,44,1,2,1,1,40,1062.3678,2320,1,1,1,0,still teacher
420115011406020,12,2024,15,3,18111,45,50,1,2,43,4,2,2,1,1,40,3295.0253,2310,1,1,2025,15,7,45,51,1,2,43,4,2,1,1,40,2907.8689,2310,1,1,1,0,still teacher
050232091712422,12,2024,16,2,18011,2,61,1,2,44,1,2,2,1,1,-4,386.42,2310,1,1,2025,16,6,2,62,1,2,44,1,2,1,1,30,471.051,2360,1,0,0,1,other occupation
380460670011444,12,2024,16,1,18011,4,25,6,2,43,1,7,2,1,1,40,5032.8501,2310,1,1,2025,16,5,4,26,6,2,43,1,2,1,1,40,6794.488,2360,1,0,0,1,other occupation
406201511672930,12,2024,15,4,18011,4,35,1,2,44,1,2,2,1,1,25,4704.8725,2320,1,1,2025,15,8,4,36,1,2,44,1,2,1,1,35,4999.5765,2310,1,1,1,0,still teacher
260550488061150,12,2024,15,1,18011,5,50,1,2,44,1,2,2,1,1,45,1271.7768,2320,1,1,2025,16,5,5,50,1,2,44,1,2,1,1,45,1428.8553,2310,1,1,1,0,still teacher
290280514011750,12,2024,13,3,18011,5,23,6,2,43,1,3,2,1,1,40,1864.6801,2310,1,1,2025,13,7,5,24,6,2,43,1,2,1,1,-4,1684.9029,2310,1,1,1,0,still teacher
768040109977009,12,2024,9,4,18011,6,34,6,1,43,1,2,1,1,1,35,6198.1165,2310,1,1,2025,8,8,6,35,6,1,43,1,1,1,1,40,6037.0222,2360,1,0,0,1,other occupation
941856091081907,12,2024,16,3,18011,6,54,1,2,43,1,2,1,1,1,40,3220.6997,2310,1,1,2025,16,7,6,55,1,2,43,1,1,1,1,40,3954.9783,2310,1,1,1,0,still teacher
580480283191269,12,2024,15,4,18011,6,38,1,2,43,1,2,2,1,1,40,3918.4604,2310,1,1,2025,15,8,6,39,1,2,43,1,2,1,1,40,5187.8268,2310,1,1,1,0,still teacher
